r_d,theta,repetition,kappa,genetic_entropy,phenotype_entropy,rectime
0.1,1.0,9,-3.43113590122276,2.980445616357175,0.883464885355524,93.0
0.15000000000000002,0.0,0,2.9613235733070615,2.495291443264626,0.1796071666476299,86.0
0.15000000000000002,0.0,1,2.871276323530645,2.5058330058610414,0.1960729120401174,143.0
0.15000000000000002,0.0,2,2.922053798440518,2.5154272922534204,0.18449884507649217,89.0
0.15000000000000002,0.0,3,2.968664544397334,2.482065202169811,0.17153568671774222,128.0
0.15000000000000002,0.0,4,2.8987819305938882,2.54007071915084,0.19901013656303046,125.0
0.15000000000000002,0.0,5,2.9345065078642882,2.555366980532666,0.19800731789742476,85.0
0.15000000000000002,0.0,6,2.847347330983465,2.4684832325284276,0.19798275402385615,135.0
0.15000000000000002,0.0,7,2.9521095261886177,2.50606253414482,0.18490304437228108,75.0
0.15000000000000002,0.0,8,2.904969706061249,2.5989931237869257,0.210778500921385,104.0
0.15000000000000002,0.0,9,2.9387821488672343,2.4446057565622543,0.16501857211264276,79.0
0.15000000000000002,0.1,0,2.880162423075197,2.7579436510785094,0.2759127660133035,101.0
0.15000000000000002,0.1,1,2.886352842926015,2.648027336181135,0.2603973445103558,110.0
0.15000000000000002,0.1,2,2.8592872357008674,2.7082008293559108,0.2809275965609056,83.0
0.15000000000000002,0.1,3,2.882281250799983,2.7026959346057717,0.26903759575114927,109.0
0.15000000000000002,0.1,4,2.8596362168745832,2.6866535223351393,0.27993494314271433,97.0
0.15000000000000002,0.1,5,2.8933952567607255,2.622247393089225,0.24474439290694378,98.0
0.15000000000000002,0.1,6,2.9981098889654785,2.6750857682000304,0.24147342346870987,76.0
0.15000000000000002,0.1,7,2.9235589381102987,2.6035443722260307,0.22397042560281596,73.0
0.15000000000000002,0.1,8,2.915292107126422,2.652568675452451,0.261089982696639,95.0
0.15000000000000002,0.1,9,2.848703829972067,2.6954114586547644,0.2597843038572154,98.0
0.15000000000000002,0.2,0,2.981766733404124,2.8367305330705843,0.3252282791763035,148.0
0.15000000000000002,0.2,1,3.1174754802755307,2.6853737914171782,0.2667798172051339,248.0
0.15000000000000002,0.2,2,2.908735434171379,2.8591775080127846,0.33879900267701046,166.0
0.15000000000000002,0.2,3,3.0677368413214894,2.8204560540999326,0.2959549422601395,194.0
0.15000000000000002,0.2,4,2.7599139998711055,2.9704790720387635,0.35622047782306776,187.0
0.15000000000000002,0.2,5,3.082346137570384,2.7341403494616463,0.273120804971331,194.0
0.15000000000000002,0.2,6,2.8199571809442787,2.817764935126956,0.34046691554275865,229.0
0.15000000000000002,0.2,7,2.9696004151071427,2.740947321634604,0.2921721075907802,156.0
0.15000000000000002,0.2,8,2.8980418328135475,2.8819083349785206,0.31539290842633627,221.0
0.15000000000000002,0.2,9,2.9567938630040467,2.8478144802116936,0.3218519496463924,172.0
0.15000000000000002,0.30000000000000004,0,3.257185336877568,2.883350534705392,0.3163884169175185,347.0
0.15000000000000002,0.30000000000000004,1,3.225032553114309,2.795817793289972,0.30483686530205645,327.0
0.15000000000000002,0.30000000000000004,2,2.9881795423739623,2.8233409304285533,0.32607561723699047,380.0
0.15000000000000002,0.30000000000000004,3,3.2075751699964203,2.8286497739731793,0.32533164833361156,350.0
0.15000000000000002,0.30000000000000004,4,3.152993545543002,2.848661043514956,0.33318880716526966,432.0
0.15000000000000002,0.30000000000000004,5,3.2124164773362094,2.8244457915740537,0.31790856690670716,239.0
0.15000000000000002,0.30000000000000004,6,3.129608921766127,2.8311046460600684,0.32080941541010244,285.0
0.15000000000000002,0.30000000000000004,7,3.049502991335089,2.8613470909435588,0.3381632034996921,293.0
0.15000000000000002,0.30000000000000004,8,3.1860157222241803,2.900527603547759,0.3462592181059112,297.0
0.15000000000000002,0.30000000000000004,9,3.2761982742871574,2.9065351704168663,0.33159567865963707,218.0
0.15000000000000002,0.4,0,3.5118598734648945,2.7465470912896013,0.3007103586105236,312.0
0.15000000000000002,0.4,1,3.4473192935460535,2.972585791018933,0.35313523095800525,442.0
0.15000000000000002,0.4,2,3.549081181304571,2.86962977978385,0.3242981723517092,489.0
0.15000000000000002,0.4,3,3.5870135036352004,2.8396089792954884,0.3121441082430797,1252.0
0.15000000000000002,0.4,4,3.494950762583349,2.9460390594029233,0.343885009000922,479.0
0.15000000000000002,0.4,5,3.3615252029320426,3.080073294070168,0.3979096139356003,441.0
0.15000000000000002,0.4,6,3.4478705123224263,2.9483519247900647,0.3420385452612417,462.0
0.15000000000000002,0.4,7,3.5625880982746856,2.834752962357891,0.31159189233970397,468.0
0.15000000000000002,0.4,8,3.5466005950927473,2.858187583266623,0.3287121131250685,484.0
0.15000000000000002,0.4,9,3.5040016414834443,2.881355711266062,0.34832480197266746,1503.0
0.15000000000000002,0.5,0,3.833512018513808,3.002817847634591,0.3714474307702122,392.0
0.15000000000000002,0.5,1,3.7858411357550246,2.9601015060648503,0.39024408524936954,471.0
0.15000000000000002,0.5,2,3.867830011318531,2.951656596621834,0.3633283796311226,521.0
0.15000000000000002,0.5,3,3.8538159424563845,2.957711278594141,0.36838254163640033,510.0
0.15000000000000002,0.5,4,3.793314640658527,2.9971077022083312,0.3820881896915854,472.0
0.15000000000000002,0.5,5,3.878824862302822,3.0354583754180484,0.3720959074102945,1404.0
0.15000000000000002,0.5,6,3.8788398342930237,2.9633799426070473,0.3596836845710164,540.0
0.15000000000000002,0.5,7,3.9565118894030067,2.9140029098141325,0.34947902559479055,498.0
0.15000000000000002,0.5,8,3.873940172071226,3.0217254766211323,0.38817407798988957,1419.0
0.15000000000000002,0.5,9,3.929820140233171,3.014567021084487,0.365211554102712,1326.0
0.15000000000000002,0.6000000000000001,0,4.366795948419684,3.2228142147054695,0.43514915091683587,494.0
0.15000000000000002,0.6000000000000001,1,4.282575559973425,3.211109265264831,0.4443756928720336,496.0
0.15000000000000002,0.6000000000000001,2,4.228478415479933,3.156669706952999,0.4517116387786926,502.0
0.15000000000000002,0.6000000000000001,3,4.2879567005204375,3.193508959662859,0.4471211869946701,461.0
0.15000000000000002,0.6000000000000001,4,4.368466264876805,3.188689707412485,0.4381516076900929,495.0
0.15000000000000002,0.6000000000000001,5,4.330254751338974,3.1795769415022286,0.436760334913151,509.0
0.15000000000000002,0.6000000000000001,6,4.200216828566077,3.1368674540877057,0.4485573311124178,476.0
0.15000000000000002,0.6000000000000001,7,4.323704897164286,3.1968547271727306,0.44352354785178183,516.0
0.15000000000000002,0.6000000000000001,8,4.295510285778047,3.1556392926391617,0.4435115048572579,520.0
0.15000000000000002,0.6000000000000001,9,4.254222999777877,3.1632680296501197,0.4510533028978054,517.0
0.15000000000000002,0.7000000000000001,0,4.142687069762221,3.489267563642534,0.666320746698086,407.0
0.15000000000000002,0.7000000000000001,1,4.03449648213998,3.4534844066668127,0.6808928085612344,427.0
0.15000000000000002,0.7000000000000001,2,4.174663307375943,3.4845545026845097,0.6465551021972517,500.0
0.15000000000000002,0.7000000000000001,3,4.410853827393193,3.478390090197095,0.6339682080849722,483.0
0.15000000000000002,0.7000000000000001,4,3.592895631344613,3.56919499113013,0.7245980191115455,281.0
0.15000000000000002,0.7000000000000001,5,4.307342522939431,3.5599790516878964,0.6244185146965798,488.0
0.15000000000000002,0.7000000000000001,6,3.920894687399521,3.5183855921176894,0.6929486492994831,414.0
0.15000000000000002,0.7000000000000001,7,4.260213690351733,3.489959972465379,0.6457640978514665,517.0
0.15000000000000002,0.7000000000000001,8,4.034389698059664,3.5752690879145326,0.6955003172495942,306.0
0.15000000000000002,0.7000000000000001,9,4.233376930170609,3.535727797292891,0.6656068437246259,406.0
0.15000000000000002,0.8,0,-3.171462123569151,3.152114871954022,0.9510679195443004,131.0
0.15000000000000002,0.8,1,-3.275869101799263,3.1492195996804577,0.9488669386069672,132.0
0.15000000000000002,0.8,2,-3.1884293044473706,3.1835459827333805,0.9506563843290278,106.0
0.15000000000000002,0.8,3,-3.269641692443651,3.2020085656114357,0.9543050274514231,98.0
0.15000000000000002,0.8,4,-3.243685689559468,3.2068473973612592,0.9452499202637001,89.0
0.15000000000000002,0.8,5,-3.227719613866639,3.1245860901840152,0.9451481186792141,178.0
0.15000000000000002,0.8,6,-3.159202529880806,3.1927555848852553,0.9520623346400718,116.0
0.15000000000000002,0.8,7,-3.1340346634076717,3.2642166026522084,0.9514735202490304,98.0
0.15000000000000002,0.8,8,-3.3084491565651533,3.1903162694071874,0.950128466491666,92.0
0.15000000000000002,0.8,9,-3.3077827533205815,3.1855687078231507,0.9502728095080126,114.0
0.15000000000000002,0.9,0,-3.835428065708482,2.9399694283651274,0.8383069436810497,118.0
0.15000000000000002,0.9,1,-3.726290406992444,2.9470998645125652,0.8471444371297381,115.0
0.15000000000000002,0.9,2,-3.700695520906096,2.8995041694238433,0.857348633930917,104.0
0.15000000000000002,0.9,3,-3.723353695421038,2.9614364521550103,0.8569530728695184,88.0
0.15000000000000002,0.9,4,-3.761137964660148,2.925952220017538,0.8399273477596874,122.0
0.15000000000000002,0.9,5,-3.756618346931486,2.931031739153274,0.8571484374283715,95.0
0.15000000000000002,0.9,6,-3.7385351247552188,2.912908590466208,0.8575746154674486,130.0
0.15000000000000002,0.9,7,-3.759438463220495,2.8860676423493374,0.8373666775145636,91.0
0.15000000000000002,0.9,8,-3.735763069081617,2.8873788764725603,0.8523511059306519,109.0
0.15000000000000002,0.9,9,-3.7542647013441663,2.8665998096818877,0.8519440612644773,104.0
0.15000000000000002,1.0,0,-6.719104158540879,3.9806757127558456,0.6554239689265147,277.0
0.15000000000000002,1.0,1,-6.879162695530089,3.943714853098851,0.62752475009735,220.0
0.15000000000000002,1.0,2,-6.79224566624259,3.985610963844538,0.6556873392426597,218.0
0.15000000000000002,1.0,3,-6.981108986160006,3.95578502514237,0.6369415625171284,361.0
0.15000000000000002,1.0,4,-6.601831555904402,3.9388809335883344,0.6394664162988475,292.0
0.15000000000000002,1.0,5,-6.731134884582636,3.9051083928280814,0.6356675458635108,240.0
0.15000000000000002,1.0,6,-6.979543566829161,3.9693570085415235,0.6367797502343913,249.0
0.15000000000000002,1.0,7,-6.337778318791047,3.859651781508998,0.656978193233636,251.0
0.15000000000000002,1.0,8,-6.862410869250105,3.957861674361609,0.6214724016689498,238.0
0.15000000000000002,1.0,9,-6.968932576702405,3.9643679077855616,0.6463541195506035,251.0
0.2,0.0,0,3.336027615040493,2.594388412693077,0.13114040460890405,96.0
0.2,0.0,1,3.3105961634598273,2.6685334616402736,0.1483799026644949,137.0
0.2,0.0,2,3.4010182986390203,2.7464804919727506,0.156782177435053,129.0
0.2,0.0,3,3.3374779487929227,2.6108160071442494,0.12574021075815295,141.0
0.2,0.0,4,3.466520109908262,2.685555516104973,0.12993617569292648,115.0
0.2,0.0,5,3.323524355084325,2.59453353222921,0.1341599530080704,115.0
0.2,0.0,6,3.3928643695141067,2.545625956263743,0.1115701099644511,107.0
0.2,0.0,7,3.3951244247639054,2.6304098023945732,0.12075837300222673,172.0
0.2,0.0,8,3.4365493838265686,2.677268593728297,0.12693306010372318,110.0
0.2,0.0,9,3.3714019835446236,2.6554627371823405,0.1396884255384503,152.0
0.2,0.1,0,3.4326424195352208,2.7078631246516403,0.16911877634472797,186.0
0.2,0.1,1,3.401618018156735,2.7701090303176077,0.18889944593180902,158.0
0.2,0.1,2,3.391323060945187,2.8020688927102517,0.19061019257046857,224.0
0.2,0.1,3,3.4306496688536012,2.6997116990738115,0.16396301272536923,162.0
0.2,0.1,4,3.3656478059864363,2.815517795154703,0.19183703268721838,180.0
0.2,0.1,5,3.364373517013803,2.750187459208213,0.1820707776888003,148.0
0.2,0.1,6,3.228398063770341,2.806720735194328,0.21737804913446063,240.0
0.2,0.1,7,3.4900941144155695,2.6893407708644843,0.1656198029598845,185.0
0.2,0.1,8,3.3086544543947336,2.772010755035494,0.18388582176628554,159.0
0.2,0.1,9,3.4846642179240006,2.7378403483239344,0.168385941786482,152.0
0.2,0.2,0,3.455831997821258,2.8171546679391297,0.2192410442668924,299.0
0.2,0.2,1,3.3647443932493224,2.902606998054138,0.26099422321350474,374.0
0.2,0.2,2,3.4562949368768283,2.793698314444815,0.22252152155578545,300.0
0.2,0.2,3,3.366863043372699,2.9235431908728846,0.25555155978171684,316.0
0.2,0.2,4,3.5712513744556045,2.863859136095686,0.2184197381746451,357.0
0.2,0.2,5,3.3373661555936556,2.9778571100997846,0.28315064310145793,276.0
0.2,0.2,6,3.485583887818141,2.961695422396412,0.25202786886340245,588.0
0.2,0.2,7,3.3138960753138575,2.9130149846187896,0.25236071195031323,408.0
0.2,0.2,8,3.357313171127513,2.8925933054202053,0.2635546155554928,350.0
0.2,0.2,9,3.296899940205875,3.056666919275203,0.2893230692039662,728.0
0.2,0.30000000000000004,0,3.5967368881636155,2.8820239681463287,0.25802592044066136,490.0
0.2,0.30000000000000004,1,3.5425373276985574,2.9189978507955145,0.2842458391194278,1106.0
0.2,0.30000000000000004,2,3.7284460863082898,2.954559845012139,0.26242617836974286,
0.2,0.30000000000000004,3,3.4951022717248614,3.0214422700055135,0.303189861873833,512.0
0.2,0.30000000000000004,4,3.4998168593425487,3.0385600781869417,0.29744727602323207,531.0
0.2,0.30000000000000004,5,3.7285283418903967,2.8824651714298533,0.24069094845355657,554.0
0.2,0.30000000000000004,6,3.6434830832652096,3.0434854644095446,0.2864754138401209,521.0
0.2,0.30000000000000004,7,3.39998806440552,3.1784560353372653,0.334036758284838,496.0
0.2,0.30000000000000004,8,3.756608299040934,2.9539029938744132,0.26752032845793794,524.0
0.2,0.30000000000000004,9,3.3861028895774132,3.0140794795347094,0.2886104833043903,555.0
0.2,0.4,0,3.89511659787594,3.1256692641496224,0.33778909710826976,539.0
0.2,0.4,1,3.9481778450430185,3.0154045612193205,0.30964940883147346,497.0
0.2,0.4,2,3.87250558586394,3.0641753592989294,0.3233694693540753,1127.0
0.2,0.4,3,4.034113893511473,2.969079146941646,0.27689003670479484,525.0
0.2,0.4,4,3.7557145414884756,3.0355986829909014,0.32117107956914026,483.0
0.2,0.4,5,3.984738190940918,3.0634901237444625,0.30755033344337246,541.0
0.2,0.4,6,4.0535454455369,3.0289755306013286,0.28976230314446266,564.0
0.2,0.4,7,3.9263018376955063,3.0476375999431355,0.31258002826837933,1079.0
0.2,0.4,8,3.936504197324822,3.0736503215148723,0.30468693611776015,1098.0
0.2,0.4,9,3.867520576486719,3.11662725020134,0.326848569861678,504.0
0.2,0.5,0,4.379124684074265,3.212996920498301,0.3647425357785485,527.0
0.2,0.5,1,4.111754187940427,3.2081934246376593,0.4080009063128578,509.0
0.2,0.5,2,4.235910375828212,3.205164766579012,0.3768331667544197,515.0
0.2,0.5,3,4.135340176674497,3.1701603077541156,0.4044921308075823,547.0
0.2,0.5,4,4.352292257678495,3.173793549610252,0.36220545426262996,1137.0
0.2,0.5,5,4.26885891891222,3.1729654789385067,0.35566542389969724,529.0
0.2,0.5,6,4.455102480462605,3.202034322988075,0.3544671762213007,527.0
0.2,0.5,7,4.191838974579108,3.1933213108353513,0.37921151237502887,543.0
0.2,0.5,8,4.405332359306127,3.114832276665756,0.33077371277047707,1168.0
0.2,0.5,9,4.408487188688176,3.2084081875320054,0.34715270956173205,537.0
0.2,0.6000000000000001,0,2.3569284187781454,3.8238234831794853,0.8035061943693846,329.0
0.2,0.6000000000000001,1,2.598836749930328,3.703384828963666,0.7796685237380137,233.0
0.2,0.6000000000000001,2,2.2402348829430245,3.751712189258482,0.7886358214104372,293.0
0.2,0.6000000000000001,3,1.9790824249013552,3.8647084141186956,0.8463735027716828,334.0
0.2,0.6000000000000001,4,2.2943271709646393,3.8968936566646057,0.8169572590672014,359.0
0.2,0.6000000000000001,5,2.3301825717526667,3.9204762252953986,0.8153266120208998,334.0
0.2,0.6000000000000001,6,1.9150580016637535,3.8206578229037342,0.8133812637173308,370.0
0.2,0.6000000000000001,7,2.507844453085242,3.717741208138275,0.7889771061387606,467.0
0.2,0.6000000000000001,8,2.465623262690592,3.6801532135038757,0.781200762025434,358.0
0.2,0.6000000000000001,9,1.784592293482338,3.6930201161316214,0.8501326913477127,238.0
0.2,0.7000000000000001,0,-4.0975026325445345,3.8489024867400126,0.8638273696951342,129.0
0.2,0.7000000000000001,1,-4.269021235706004,3.5771214502076063,0.8594946414906449,109.0
0.2,0.7000000000000001,2,-4.2225009578192765,3.68429449187579,0.8478624818046483,252.0
0.2,0.7000000000000001,3,-4.076777197936382,3.916925885113474,0.8788746604800821,126.0
0.2,0.7000000000000001,4,-4.213710591200403,3.903260962368044,0.857902965860683,208.0
0.2,0.7000000000000001,5,-4.280205684515605,3.57685338855914,0.850220959995857,149.0
0.2,0.7000000000000001,6,-4.1541313672586915,3.723898257844218,0.8655482796353933,172.0
0.2,0.7000000000000001,7,-4.145024079091801,3.7670443657661337,0.8595149844692304,184.0
0.2,0.7000000000000001,8,-4.2282748761478794,3.995626931124605,0.8696668018979805,159.0
0.2,0.7000000000000001,9,-4.219474484461652,3.7706913602849017,0.8593144026589038,112.0
0.2,0.8,0,-4.176380313958484,2.885119975429557,0.750723084943337,102.0
0.2,0.8,1,-4.170643729445346,2.9442063255419573,0.7625052834980124,122.0
0.2,0.8,2,-4.149086679750829,2.91702891424292,0.7706391224605991,115.0
0.2,0.8,3,-4.110930084914757,2.8968286758820376,0.7513969885859146,134.0
0.2,0.8,4,-4.270825716995554,2.83803273387261,0.7506399446452308,133.0
0.2,0.8,5,-4.160363014213139,2.8613227452344043,0.7566403493432661,115.0
0.2,0.8,6,-4.151082835331442,2.9251721831379185,0.7532173360862281,84.0
0.2,0.8,7,-4.102344262608584,2.902471004604321,0.7743238999824676,145.0
0.2,0.8,8,-4.094511637308909,2.865020287452203,0.741820270500331,128.0
0.2,0.8,9,-4.197902237559317,2.861537037253174,0.7398939648192842,103.0
0.2,0.9,0,-6.629917752815339,3.84541375117099,0.5810666369916889,190.0
0.2,0.9,1,-6.224108910290053,3.6865790928081417,0.6001759021536623,142.0
0.2,0.9,2,-6.682227166277018,3.7954486009172337,0.5876585768819657,223.0
0.2,0.9,3,-7.013438143240623,3.8851846686080784,0.5712520353870465,225.0
0.2,0.9,4,-6.570849930604342,3.7493666129105847,0.5717280622037331,186.0
0.2,0.9,5,-6.395661533634707,3.7877120243227553,0.618296924859088,292.0
0.2,0.9,6,-6.71221374832502,3.8291854347801513,0.5910017480937181,244.0
0.2,0.9,7,-6.789245294753884,3.8342372893157997,0.5914649853205611,265.0
0.2,0.9,8,-6.350287049307332,3.779617430192068,0.584180011291425,192.0
0.2,0.9,9,-6.399397001182834,3.685353018239372,0.583579753563679,202.0
0.2,1.0,0,-8.452899220634844,4.084828525891174,0.4919781054905756,358.0
0.2,1.0,1,-8.576954555271811,4.1815078801417895,0.4819457540454398,375.0
0.2,1.0,2,-8.750198034987188,4.177087956313206,0.48754135306703866,404.0
0.2,1.0,3,-8.52379775759877,4.070745062985292,0.4818458366504363,392.0
0.2,1.0,4,-8.363988299733656,4.111850441295827,0.5110818892802526,370.0
0.2,1.0,5,-8.456177569619241,4.090388498954073,0.48427429322160087,378.0
0.2,1.0,6,-8.676086682982438,4.0928126107882,0.4959252953107303,387.0
0.2,1.0,7,-8.484910455795552,4.152056041471779,0.5030235482648837,404.0
0.2,1.0,8,-8.656283711717743,4.120445201530222,0.4762038798641115,426.0
0.2,1.0,9,-8.676514318136155,4.151418710504718,0.4881339730115469,297.0
0.25,0.0,0,3.896941150481418,2.749727732965347,0.09164281193646952,219.0
0.25,0.0,1,3.759234528427323,2.7168861467436454,0.10219619059241533,169.0
0.25,0.0,2,3.99093516368567,2.7271341146090142,0.07767105241109352,252.0
0.25,0.0,3,3.8431632411002288,2.70579956600069,0.08961706553869216,152.0
0.25,0.0,4,3.892855484097061,2.634584624252361,0.06567287950969526,160.0
0.25,0.0,5,3.8867219137895788,2.863612300128027,0.10950922516408111,144.0
0.25,0.0,6,4.054323678369367,2.7247670525276733,0.06778462497194579,267.0
0.25,0.0,7,3.9488725480149705,2.6940406612366403,0.06874937010684877,195.0
0.25,0.0,8,3.8599966657018823,2.7034845413647224,0.07882751774607721,229.0
0.25,0.0,9,3.8318421600510306,2.7227023340040795,0.0922586037171651,156.0
0.25,0.1,0,3.7339519216616575,2.8803446721991435,0.15836207703455796,1022.0
0.25,0.1,1,3.8386122284614452,2.794771305047521,0.13311266072210748,1060.0
0.25,0.1,2,3.9742353236181103,2.8006627097678685,0.11754856348854284,430.0
0.25,0.1,3,3.715832838244831,2.984468083126599,0.18180677481275015,468.0
0.25,0.1,4,3.9059196305257995,2.9017056122729143,0.15151147210034022,423.0
0.25,0.1,5,3.913637189282147,2.8647086614168056,0.1509206832267752,592.0
0.25,0.1,6,3.7940669881562106,2.8328835296874373,0.15617823510182077,568.0
0.25,0.1,7,3.7927398113543282,2.9618555908312776,0.16402655414911793,350.0
0.25,0.1,8,3.644848081956097,2.978227205487557,0.1989828398035871,266.0
0.25,0.1,9,3.7706252058798735,2.9437720618209173,0.17640660965322366,368.0
0.25,0.2,0,3.664139495285064,3.215776729385893,0.27354951884261564,932.0
0.25,0.2,1,3.788440085236556,2.9076571610804156,0.2000698308288601,1113.0
0.25,0.2,2,3.7001864354382525,3.102861742252777,0.24841249822355754,575.0
0.25,0.2,3,3.826489466931167,2.9255089906312772,0.20227428241152212,
0.25,0.2,4,3.7124782408262944,3.10751030302471,0.2334863682710387,604.0
0.25,0.2,5,3.309397741811897,3.3475517503309122,0.2901558093947757,890.0
0.25,0.2,6,3.432354223496088,3.1112486800806654,0.25308596008800366,593.0
0.25,0.2,7,3.895231800974881,3.095904245048142,0.22992540108904636,908.0
0.25,0.2,8,3.5872576978111748,3.185561092928307,0.28618506930785614,557.0
0.25,0.2,9,3.4475991746872823,3.2171343690910894,0.2899067170747134,629.0
0.25,0.30000000000000004,0,3.697100625981989,3.142224449204205,0.27704563169668855,1058.0
0.25,0.30000000000000004,1,3.9536593566860376,3.2923399145891823,0.3123273689122336,
0.25,0.30000000000000004,2,3.37003683803407,3.510990080259021,0.37210935951165725,558.0
0.25,0.30000000000000004,3,4.001406586981406,3.108738712054536,0.26376316059312854,1012.0
0.25,0.30000000000000004,4,3.788740438581649,3.1891780498641706,0.2934821882448766,597.0
0.25,0.30000000000000004,5,3.8394335501396806,3.3337560225987355,0.31596469628752544,500.0
0.25,0.30000000000000004,6,3.695607802279224,3.3114367832845213,0.344734824399325,619.0
0.25,0.30000000000000004,7,3.8571978599375933,3.1972267135906325,0.28142843296997205,559.0
0.25,0.30000000000000004,8,3.9426856512185986,3.160326806003199,0.27556763445405674,637.0
0.25,0.30000000000000004,9,3.95371593583797,3.0210818348976223,0.2535350818592753,
0.25,0.4,0,3.6863435159178666,3.5174130376069805,0.4859348640172205,551.0
0.25,0.4,1,3.280527145364212,3.512964197690414,0.5122361816587244,554.0
0.25,0.4,2,3.6938243398211097,3.541923272003788,0.4183950444812294,1094.0
0.25,0.4,3,2.7873985074908236,3.612449819172737,0.5737796316920418,811.0
0.25,0.4,4,3.8098302024145005,3.3708520811550886,0.40861287074898434,1136.0
0.25,0.4,5,3.559047656116085,3.6481419057771722,0.4824660784798275,596.0
0.25,0.4,6,3.496821064324432,3.480514210444591,0.49338940877480414,1000.0
0.25,0.4,7,3.5446816365655995,3.420835052769112,0.42967919698374163,669.0
0.25,0.4,8,3.332504428093505,3.480748202015624,0.4706662907758004,553.0
0.25,0.4,9,2.9227565781923346,3.700437520661079,0.5186578192826199,456.0
0.25,0.5,0,-6.300764144215601,4.116256776500092,0.8200126061228302,254.0
0.25,0.5,1,-6.232655627008537,4.176288414279261,0.8216833715674126,204.0
0.25,0.5,2,-6.252541567849963,4.1424673256364235,0.7798270268306114,232.0
0.25,0.5,3,-6.548263127826249,4.450046773826103,0.8433545241728376,290.0
0.25,0.5,4,-6.435972299308377,4.445109119890504,0.8591204156514852,268.0
0.25,0.5,5,-6.141866086424874,4.282772834698842,0.827883945042867,222.0
0.25,0.5,6,-6.6570219550886085,4.115439506166536,0.7794825376316342,233.0
0.25,0.5,7,-6.532373311280201,4.100549205383958,0.7962339593312073,233.0
0.25,0.5,8,-5.9389568756110345,4.115729780362691,0.8535504441979,175.0
0.25,0.5,9,-6.037185742841071,4.1520192825075535,0.83309352795612,176.0
0.25,0.6000000000000001,0,-6.1344156281555255,3.368208109185475,0.5973149997920072,244.0
0.25,0.6000000000000001,1,-6.157394856986412,3.4099065409994473,0.5868532290153714,164.0
0.25,0.6000000000000001,2,-6.157826700319275,3.3437945497091146,0.5722585819035081,125.0
0.25,0.6000000000000001,3,-6.164798945297709,3.398244472454451,0.6088742699523999,327.0
0.25,0.6000000000000001,4,-6.161348875800255,3.404307892637637,0.6061601573523907,282.0
0.25,0.6000000000000001,5,-6.175584283948129,3.5217551774284837,0.5823043149160267,235.0
0.25,0.6000000000000001,6,-6.126434870404972,3.4620709493469852,0.5656225309812246,156.0
0.25,0.6000000000000001,7,-5.874121951720194,3.3152125426678936,0.5910487281645159,174.0
0.25,0.6000000000000001,8,-5.860209441478583,3.6298652419274426,0.6210852846838611,186.0
0.25,0.6000000000000001,9,-6.229411433654096,3.432318028120197,0.5706500033848583,199.0
0.25,0.7000000000000001,0,-5.091884604845781,3.0247030862423436,0.6120962891593803,178.0
0.25,0.7000000000000001,1,-4.940387543340891,2.971568333933085,0.5957391363163206,217.0
0.25,0.7000000000000001,2,-4.960792571537155,2.94826293924633,0.6164036141807903,169.0
0.25,0.7000000000000001,3,-5.060230946582244,2.9554402451498567,0.5742781832842033,151.0
0.25,0.7000000000000001,4,-5.088616549244953,3.078046873761805,0.5825952972163697,125.0
0.25,0.7000000000000001,5,-5.124992390639298,3.0638701227262257,0.6118767585661196,162.0
0.25,0.7000000000000001,6,-5.074503975231432,3.062275756454402,0.6032758521841846,169.0
0.25,0.7000000000000001,7,-5.002134027465801,2.963891520774308,0.6066141287110054,149.0
0.25,0.7000000000000001,8,-5.196815229407356,2.966008686114798,0.5990390741491556,159.0
0.25,0.7000000000000001,9,-5.148306708906232,3.091288872615734,0.5918521330975904,137.0
0.25,0.8,0,-6.058007793355316,3.4197127191722583,0.5169948357308201,178.0
0.25,0.8,1,-6.012944514254096,3.344514185822245,0.5021241536331738,179.0
0.25,0.8,2,-6.2221383858906485,3.5108553238899423,0.4974221925347462,191.0
0.25,0.8,3,-5.769935658725504,3.3603843218323943,0.5347078036035235,209.0
0.25,0.8,4,-6.231989146064314,3.53885666120979,0.49193186165034725,266.0
0.25,0.8,5,-6.298716555717057,3.5727037912606385,0.47884978075799955,211.0
0.25,0.8,6,-5.8603605206986105,3.295966393203709,0.5167291371132477,232.0
0.25,0.8,7,-6.3023635719281135,3.5271872461264735,0.5025272325728647,170.0
0.25,0.8,8,-6.0567678564108824,3.543912782740282,0.5142779857850539,238.0
0.25,0.8,9,-6.088661836769961,3.494543777253132,0.5171039590318741,121.0
0.25,0.9,0,-9.179504175188757,4.072625823951278,0.4214895215455336,380.0
0.25,0.9,1,-9.36164652549582,4.113851527772571,0.4356184302505597,460.0
0.25,0.9,2,-8.999794270054554,4.116658523373071,0.43613185935029924,372.0
0.25,0.9,3,-9.328703994694026,4.136684464528266,0.42511738273493527,415.0
0.25,0.9,4,-8.972681991121073,4.138011161451147,0.42424844716799376,323.0
0.25,0.9,5,-8.890140680502215,4.144445221147322,0.45845278009227647,373.0
0.25,0.9,6,-9.363373283872308,4.101378334592312,0.4172794362762649,568.0
0.25,0.9,7,-9.49909286660819,4.163254974593584,0.4227437389575299,413.0
0.25,0.9,8,-9.070687407088677,4.129376181637852,0.43137603769158983,376.0
0.25,0.9,9,-9.006091745093784,4.112195945438432,0.45377711867897286,419.0
0.25,1.0,0,-8.310040157511592,3.867947518722881,0.37455209454263405,454.0
